,ticker,recommendation date,recommendation,subsector,averageVolume10days,price_0406,price_0405,price_0204,price_1403,price_2412,free_cash_flow,short_term_debt,long_term_debt,ebitda,market_cap,sector,debt/ebitda,debt/cash,up,text,size,color
141,BLKB,2020-04-20 10:42:57,In-Line,Software—Application,356687,62.05,53.23,52.34,55.92,79.84,170.99,7.5,459.6,113.59,3040.0,Technology,4.112157760366229,2.7317386981694836,0.28670427074939586,Ticker:BLKB<br>Subsector:Software—Application<br>YF Recomm:In-Line<br>YF Recomm Date:2020-04-20 10:42:57<br>averageVolume10days:356687<br>Down:0.28670427074939586,5.734085414987917,
144,BLUE,2020-05-28 12:05:09,Equal-Weight,Biotechnology,1124712,67.88,55.7,42.51,50.47,89.78,-640.65,20.18,170.81,-797.39,3620.0,Healthcare,-0.23951893051079148,-0.29811909779130574,0.32262816735415445,Ticker:BLUE<br>Subsector:Biotechnology<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-28 12:05:09<br>averageVolume10days:1124712<br>Down:0.32262816735415445,6.452563347083089,
145,BPMC,2020-04-30 16:37:09,Buy,Biotechnology,682925,70.0,58.13,57.09,50.04,81.81,-292.03,6.82,89.13,-337.44,4040.0,Healthcare,-0.2843468468468468,-0.3285621340273259,0.16871428571428582,Ticker:BPMC<br>Subsector:Biotechnology<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-30 16:37:09<br>averageVolume10days:682925<br>Down:0.16871428571428582,3.3742857142857163,#09f349
146,BMCH,2020-06-05 10:56:17,In-Line,Building Products & Equipment,574537,26.31,20.8,16.91,18.91,28.9,156.46,5.58,346.03,229.6,1790.0,Industrials,1.53140243902439,2.24728365077336,0.09844165716457631,Ticker:BMCH<br>Subsector:Building Products & Equipment<br>YF Recomm:In-Line<br>YF Recomm Date:2020-06-05 10:56:17<br>averageVolume10days:574537<br>Down:0.09844165716457631,1.9688331432915263,
147,BA,2020-05-01 14:06:32,Buy,Aerospace & Defense,39651475,205.0,131.46,130.7,170.2,335.55,-4407.0,7340.0,19962.0,296.0,97720.0,Industrials,92.23648648648648,-6.195144088949399,0.636829268292683,Ticker:BA<br>Subsector:Aerospace & Defense<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-01 14:06:32<br>averageVolume10days:39651475<br>Down:0.636829268292683,12.73658536585366,#09f349
148,BKNG,2020-06-03 12:47:23,Equal-Weight,Travel Services,710425,1826.76,1413.3,1271.63,1421.33,2032.1,4497.0,988.0,7640.0,5872.0,70650.0,Consumer Cyclical,1.4693460490463215,1.9186124082721814,0.11240666535286503,Ticker:BKNG<br>Subsector:Travel Services<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-06-03 12:47:23<br>averageVolume10days:710425<br>Down:0.11240666535286503,2.2481333070573006,
149,BOOT,2020-05-21 16:47:02,Buy,Apparel Retail,1241450,26.43,18.0,11.51,20.19,44.06,-11.88,129.9,109.02,127.11,770.0,Consumer Cyclical,1.8796318149634177,-20.11111111111111,0.6670450245932653,Ticker:BOOT<br>Subsector:Apparel Retail<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-21 16:47:02<br>averageVolume10days:1241450<br>Down:0.6670450245932653,13.340900491865305,#09f349
151,BWA,2020-05-18 12:08:14,Equal-Weight,Auto Parts,4045400,37.1,26.88,22.54,25.52,43.82,579.9,173.0,1941.0,1632.0,7120.0,Consumer Cyclical,1.295343137254902,3.6454561131229526,0.18113207547169807,Ticker:BWA<br>Subsector:Auto Parts<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-18 12:08:14<br>averageVolume10days:4045400<br>Down:0.18113207547169807,3.6226415094339615,
153,BXP,2020-05-28 12:09:18,Equal-Weight,REIT—Office,2061925,103.13,89.67,85.25,115.84,133.43,1181.16,0.0,0.0,1201.71,14840.0,Real Estate,0.0,0.0,0.293803936778823,Ticker:BXP<br>Subsector:REIT—Office<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-28 12:09:18<br>averageVolume10days:2061925<br>Down:0.293803936778823,5.87607873557646,
154,BSX,2020-05-13 16:15:54,Buy,Medical Devices,9568337,38.15,35.83,30.19,32.33,45.22,1375.0,1416.0,8592.0,2575.0,54160.0,Healthcare,3.886601941747573,7.278545454545455,0.18532110091743115,Ticker:BSX<br>Subsector:Medical Devices<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-13 16:15:54<br>averageVolume10days:9568337<br>Down:0.18532110091743115,3.706422018348623,#09f349
156,BRC,2020-06-04 15:49:48,Underperform,Security & Protection Services,261837,51.43,42.53,41.88,44.28,56.74,129.39,50.17,0.0,186.23,2710.0,Industrials,0.2693980561671052,0.38774248396321204,0.1032471320241104,Ticker:BRC<br>Subsector:Security & Protection Services<br>YF Recomm:Underperform<br>YF Recomm Date:2020-06-04 15:49:48<br>averageVolume10days:261837<br>Down:0.1032471320241104,2.064942640482208,
157,BFAM,2020-05-08 11:33:55,Neutral,Personal Services,702837,132.46,115.07,93.0,124.84,153.0,218.51,10.75,1028.05,378.02,7720.0,Consumer Cyclical,2.7480027511771863,4.754015834515583,0.15506568020534495,Ticker:BFAM<br>Subsector:Personal Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-08 11:33:55<br>averageVolume10days:702837<br>Down:0.15506568020534495,3.101313604106899,
158,BHF,2020-04-27 13:22:34,Neutral,Insurance—Life,1144462,37.03,25.22,21.2,23.26,40.85,1828.0,343.0,4365.0,-769.0,3040.0,Financial Services,-6.122236671001301,2.575492341356674,0.10315960032406157,Ticker:BHF<br>Subsector:Insurance—Life<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-27 13:22:34<br>averageVolume10days:1144462<br>Down:0.10315960032406157,2.0631920064812315,
159,BCO,2020-05-07 10:20:21,Outperform,Security & Protection Services,644400,49.78,46.35,46.35,63.34,90.96,203.8,74.5,1554.8,421.8,2280.0,Industrials,3.862731152204836,7.9946025515210986,0.8272398553635996,Ticker:BCO<br>Subsector:Security & Protection Services<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-07 10:20:21<br>averageVolume10days:644400<br>Down:0.8272398553635996,16.54479710727199,
164,BRKR,2020-05-07 16:39:38,Neutral,Medical Devices,655662,43.36,36.19,31.53,37.55,51.66,140.4,0.5,812.8,376.5,6870.0,Healthcare,2.1601593625498006,5.792735042735043,0.19142066420664205,Ticker:BRKR<br>Subsector:Medical Devices<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-07 16:39:38<br>averageVolume10days:655662<br>Down:0.19142066420664205,3.828413284132841,
166,BLDR,2020-06-05 10:57:37,In-Line,Building Products & Equipment,1431100,22.91,16.84,11.48,15.9,24.94,391.18,13.88,1277.4,496.22,2590.0,Industrials,2.6022328805771635,3.300986758014214,0.08860759493670889,Ticker:BLDR<br>Subsector:Building Products & Equipment<br>YF Recomm:In-Line<br>YF Recomm Date:2020-06-05 10:57:37<br>averageVolume10days:1431100<br>Down:0.08860759493670889,1.7721518987341778,
169,CABO,2020-05-28 14:35:45,Neutral,Telecom Services,92875,1770.3,1870.96,1539.03,1376.19,1497.82,229.39,28.91,1711.94,531.74,11040.0,Communication Services,3.2738744499191337,7.589040498713982,0.05686041913799933,Ticker:CABO<br>Subsector:Telecom Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-28 14:35:45<br>averageVolume10days:92875<br>Down:0.05686041913799933,1.1372083827599866,
172,WHD,2020-05-28 11:39:18,Neutral,Oil & Gas Equipment & Services,563787,22.48,16.32,10.95,12.79,34.31,209.63,6.74,20.28,222.17,1490.0,Energy,0.12161858036638612,0.12889376520536183,0.5262455516014235,Ticker:WHD<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-28 11:39:18<br>averageVolume10days:563787<br>Down:0.5262455516014235,10.52491103202847,
174,CVGW,2020-03-11 11:58:40,Equal-Weight,Packaged Foods,164387,64.36,53.79,56.56,57.34,92.52,55.38,0.76,5.41,84.68,1050.0,Consumer Defensive,0.07286254133207368,0.11141206211628746,0.4375388440024859,Ticker:CVGW<br>Subsector:Packaged Foods<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-03-11 11:58:40<br>averageVolume10days:164387<br>Down:0.4375388440024859,8.750776880049717,
175,CPB,2020-06-04 13:03:10,Sell,Packaged Foods,3651625,48.3,50.78,45.64,48.91,48.39,985.0,1371.0,7103.0,1425.0,14730.0,Consumer Defensive,5.946666666666666,8.603045685279188,0.05134575569358191,Ticker:CPB<br>Subsector:Packaged Foods<br>YF Recomm:Sell<br>YF Recomm Date:2020-06-04 13:03:10<br>averageVolume10days:3651625<br>Down:0.05134575569358191,1.0269151138716381,
176,COF,2020-05-20 12:46:45,Overweight,Credit Services,5836225,84.87,61.18,44.39,72.36,101.86,12104.0,9402.0,49503.0,9714.0,33850.0,Financial Services,6.063928350833848,4.866573033707865,0.20018852362436657,Ticker:COF<br>Subsector:Credit Services<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-20 12:46:45<br>averageVolume10days:5836225<br>Down:0.20018852362436657,4.003770472487331,
177,CPRI,2020-05-18 11:05:03,Neutral,Apparel Manufacturing,6446175,22.04,13.88,8.91,13.93,37.92,510.0,630.0,1936.0,964.0,2670.0,Consumer Cyclical,2.6618257261410787,5.031372549019608,0.7205081669691471,Ticker:CPRI<br>Subsector:Apparel Manufacturing<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-18 11:05:03<br>averageVolume10days:6446175<br>Down:0.7205081669691471,14.410163339382942,
178,CARA,2020-05-19 11:27:04,Overweight,Biotechnology,487800,15.87,14.53,12.39,11.53,16.99,-109.24,0.97,3.35,-109.5,750.0,Healthcare,-0.039452054794520554,-0.03954595386305383,0.07057340894769992,Ticker:CARA<br>Subsector:Biotechnology<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-19 11:27:04<br>averageVolume10days:487800<br>Down:0.07057340894769992,1.4114681789539985,
179,CSII,2019-07-17 10:39:09,Hold,Medical Devices,203125,39.17,39.75,35.34,31.49,47.25,6.65,0.0,20.97,2.68,1390.0,Healthcare,7.824626865671641,3.153383458646616,0.20628031656880252,Ticker:CSII<br>Subsector:Medical Devices<br>YF Recomm:Hold<br>YF Recomm Date:2019-07-17 10:39:09<br>averageVolume10days:203125<br>Down:0.20628031656880252,4.1256063313760505,
181,CARG,2020-05-12 11:53:57,Buy,Internet Content & Information,1537312,28.04,23.38,17.19,21.07,36.69,58.91,8.78,60.82,50.55,3150.0,Communication Services,1.3768545994065282,1.1814632490239347,0.3084878744650499,Ticker:CARG<br>Subsector:Internet Content & Information<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-12 11:53:57<br>averageVolume10days:1537312<br>Down:0.3084878744650499,6.169757489300998,#09f349
182,CSL,2019-12-06 14:09:20,Outperform,Building Products & Equipment,454187,136.27,113.1,116.55,131.54,160.36,614.2,250.2,1341.4,859.6,7140.0,Industrials,1.8515588645881806,2.5913383262780854,0.17678138988772285,Ticker:CSL<br>Subsector:Building Products & Equipment<br>YF Recomm:Outperform<br>YF Recomm Date:2019-12-06 14:09:20<br>averageVolume10days:454187<br>Down:0.17678138988772285,3.535627797754457,
184,CRS,2020-04-17 15:19:42,Neutral,Metal Fabrication,449262,28.91,21.26,18.18,26.43,49.76,52.1,19.7,550.6,362.9,1280.0,Industrials,1.5715073022871318,10.946257197696738,0.7212037357315806,Ticker:CRS<br>Subsector:Metal Fabrication<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-17 15:19:42<br>averageVolume10days:449262<br>Down:0.7212037357315806,14.424074714631612,
185,CARS,2020-05-05 11:33:45,Neutral,Auto & Truck Dealerships,1390125,7.56,4.95,3.9,7.15,12.25,80.23,31.39,611.28,-308.7,480.0,Consumer Cyclical,-2.0818594104308388,8.010345257385017,0.6203703703703705,Ticker:CARS<br>Subsector:Auto & Truck Dealerships<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-05 11:33:45<br>averageVolume10days:1390125<br>Down:0.6203703703703705,12.407407407407408,
186,CRI,2020-05-06 13:39:06,Buy,Apparel Retail,525262,93.92,75.57,62.8,75.53,110.12,325.8,160.23,594.67,469.26,4040.0,Consumer Cyclical,1.608703064399267,2.317065684468999,0.17248722316865428,Ticker:CRI<br>Subsector:Apparel Retail<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-06 13:39:06<br>averageVolume10days:525262<br>Down:0.17248722316865428,3.4497444633730856,#09f349
189,CAT,2020-04-29 16:38:33,Underperform,Farm & Heavy Construction Machinery,3570862,137.85,107.72,110.34,98.73,146.12,5856.0,2155.0,0.0,10867.0,68790.0,Industrials,0.19830680040489557,0.36799863387978143,0.0599927457381213,Ticker:CAT<br>Subsector:Farm & Heavy Construction Machinery<br>YF Recomm:Underperform<br>YF Recomm Date:2020-04-29 16:38:33<br>averageVolume10days:3570862<br>Down:0.0599927457381213,1.199854914762426,
191,CDK,2020-05-06 12:35:26,Equal-Weight,Software—Application,820750,42.56,38.41,30.17,37.6,55.05,483.1,270.8,2659.4,542.1,5080.0,Technology,5.405275779376499,6.065410888014904,0.2934680451127818,Ticker:CDK<br>Subsector:Software—Application<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-06 12:35:26<br>averageVolume10days:820750<br>Down:0.2934680451127818,5.869360902255636,
192,CDW,2020-05-07 17:49:22,Hold,Information Technology Services,872237,119.34,107.81,88.52,100.95,141.97,790.9,34.1,3283.2,1400.7,16379.999999999998,Technology,2.3683158420789603,4.194335567075483,0.18962627786157205,Ticker:CDW<br>Subsector:Information Technology Services<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-07 17:49:22<br>averageVolume10days:872237<br>Down:0.18962627786157205,3.792525557231441,
193,CE,2020-05-29 13:10:23,Neutral,Chemicals,1134487,101.01,77.84,67.51,77.79,121.55,1084.0,496.0,3409.0,1103.0,11330.0,Basic Materials,3.540344514959202,3.6023985239852396,0.20334620334620324,Ticker:CE<br>Subsector:Chemicals<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-29 13:10:23<br>averageVolume10days:1134487<br>Down:0.20334620334620324,4.066924066924065,
195,CNP,2020-06-01 14:43:46,Overweight,Utilities—Regulated Gas,9375325,18.58,16.22,14.0,15.41,26.21,-868.0,618.0,14244.0,2566.0,9280.0,Utilities,5.791893998441154,-17.122119815668203,0.4106566200215287,Ticker:CNP<br>Subsector:Utilities—Regulated Gas<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-01 14:43:46<br>averageVolume10days:9375325<br>Down:0.4106566200215287,8.213132400430574,
199,CF,2020-05-11 11:51:07,Underperform,Agricultural Inputs,2342450,33.16,25.96,25.53,27.34,46.83,1101.0,90.0,3957.0,1878.0,6820.0,Basic Materials,2.1549520766773163,3.67574931880109,0.4122436670687577,Ticker:CF<br>Subsector:Agricultural Inputs<br>YF Recomm:Underperform<br>YF Recomm Date:2020-05-11 11:51:07<br>averageVolume10days:2342450<br>Down:0.4122436670687577,8.244873341375154,
201,GTLS,2020-06-02 13:18:28,Buy,Specialty Industrial Machinery,518600,47.95,34.3,26.41,24.04,65.93,97.7,6.3,761.0,170.3,1610.0,Industrials,4.5055783910745735,7.853633572159672,0.3749739311783109,Ticker:GTLS<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-02 13:18:28<br>averageVolume10days:518600<br>Down:0.3749739311783109,7.499478623566218,#09f349
203,CLDT,2020-05-13 10:57:20,Buy,REIT—Hotel & Motel,522942,7.52,7.04,5.48,8.51,18.02,86.23,90.0,90.0,105.8,350.0,Real Estate,1.7013232514177694,2.0874405659283313,1.396276595744681,Ticker:CLDT<br>Subsector:REIT—Hotel & Motel<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-13 10:57:20<br>averageVolume10days:522942<br>Down:1.396276595744681,27.925531914893618,#09f349
204,CHEF,2020-05-07 16:57:30,Market Perform,Food Distribution,1708162,18.96,12.5,9.24,17.48,37.85,28.93,0.72,386.11,78.93,620.0,Consumer Defensive,4.900924870138097,13.371240926374007,0.996308016877637,Ticker:CHEF<br>Subsector:Food Distribution<br>YF Recomm:Market Perform<br>YF Recomm Date:2020-05-07 16:57:30<br>averageVolume10days:1708162<br>Down:0.996308016877637,19.92616033755274,
206,PLCE,2020-05-19 14:13:29,Neutral,Apparel Retail,874900,51.92,28.28,17.06,37.51,63.25,120.4,121.87,311.91,171.15,720.0,Consumer Cyclical,2.534501898919077,3.602823920265781,0.21822033898305082,Ticker:PLCE<br>Subsector:Apparel Retail<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-19 14:13:29<br>averageVolume10days:874900<br>Down:0.21822033898305082,4.364406779661016,
207,CBPO,2019-03-11 11:03:41,Underperform,Biotechnology,64512,109.35,105.0,107.09,114.78,116.75,72.32,0.0,0.0,169.66,4230.0,Healthcare,0.0,0.0,0.06767261088248744,Ticker:CBPO<br>Subsector:Biotechnology<br>YF Recomm:Underperform<br>YF Recomm Date:2019-03-11 11:03:41<br>averageVolume10days:64512<br>Down:0.06767261088248744,1.3534522176497488,
208,CEA,2019-12-20 18:05:29,Buy,Airlines,55387,20.31,19.92,16.46,20.94,26.35,489.29,5589.44,13593.34,1359.04,8520.0,Industrials,14.114948787379326,39.20533834740133,0.2973904480551455,Ticker:CEA<br>Subsector:Airlines<br>YF Recomm:Buy<br>YF Recomm Date:2019-12-20 18:05:29<br>averageVolume10days:55387<br>Down:0.2973904480551455,5.9478089611029095,#09f349
209,LFC,2019-03-05 14:57:01,Sell,Insurance—Life,799887,10.31,10.1,9.44,10.31,13.61,18564.4,2252.61,2929.0,2913.75,96820.0,Financial Services,1.7783303303303306,0.2791154036758527,0.32007759456838003,Ticker:LFC<br>Subsector:Insurance—Life<br>YF Recomm:Sell<br>YF Recomm Date:2019-03-05 14:57:01<br>averageVolume10days:799887<br>Down:0.32007759456838003,6.401551891367601,
210,CHL,2019-10-01 13:35:14,Buy,Telecom Services,1592025,35.6,37.48,35.02,33.39,40.13,6401.01,0.0,0.0,44343.56,145160.0,Communication Services,0.0,0.0,0.12724719101123605,Ticker:CHL<br>Subsector:Telecom Services<br>YF Recomm:Buy<br>YF Recomm Date:2019-10-01 13:35:14<br>averageVolume10days:1592025<br>Down:0.12724719101123605,2.544943820224721,#09f349
211,ZNH,2020-04-21 16:18:16,Outperform,Airlines,62237,24.87,23.3,20.39,26.1,33.84,-726.77,6989.29,11337.48,1027.06,8170.0,Industrials,17.843913695402414,-25.216739821401546,0.3606755126658625,Ticker:ZNH<br>Subsector:Airlines<br>YF Recomm:Outperform<br>YF Recomm Date:2020-04-21 16:18:16<br>averageVolume10days:62237<br>Down:0.3606755126658625,7.21351025331725,
212,CHA,2019-10-16 13:23:52,Buy,Telecom Services,197112,31.86,31.28,28.01,31.03,38.69,2507.81,7348.34,6507.53,4465.41,25020.0,Communication Services,3.1029334372431645,5.525087626255577,0.21437539234149394,Ticker:CHA<br>Subsector:Telecom Services<br>YF Recomm:Buy<br>YF Recomm Date:2019-10-16 13:23:52<br>averageVolume10days:197112<br>Down:0.21437539234149394,4.287507846829879,#09f349
214,CHH,2020-05-18 11:08:45,Buy,Lodging,301137,91.79,70.89,58.6,73.86,103.13,206.51,7.51,844.1,362.76,4830.0,Consumer Cyclical,2.3475851802844856,4.123819669749649,0.12354286959363758,Ticker:CHH<br>Subsector:Lodging<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-18 11:08:45<br>averageVolume10days:301137<br>Down:0.12354286959363758,2.4708573918727517,#09f349
218,XEC,2020-06-03 12:20:54,Overweight,Oil & Gas E&P,1370600,31.49,23.7,14.86,17.93,51.69,1343.97,66.0,1985.25,766.85,2950.0,Energy,2.6749038273456347,1.5262617469139936,0.6414734836456017,Ticker:XEC<br>Subsector:Oil & Gas E&P<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-03 12:20:54<br>averageVolume10days:1370600<br>Down:0.6414734836456017,12.829469672912035,
219,CINF,2020-05-06 11:23:04,Underperform,Insurance—Property & Casualty,1459937,68.51,60.15,73.57,89.89,102.2,1184.0,0.0,846.0,2544.0,10270.0,Financial Services,0.33254716981132076,0.714527027027027,0.4917530287549263,Ticker:CINF<br>Subsector:Insurance—Property & Casualty<br>YF Recomm:Underperform<br>YF Recomm Date:2020-05-06 11:23:04<br>averageVolume10days:1459937<br>Down:0.4917530287549263,9.835060575098527,
220,CNK,2020-06-04 12:45:30,Buy,Entertainment,5029862,18.41,13.7,8.03,14.7,33.28,258.37,6.59,1771.34,618.52,1920.0,Communication Services,2.874490719782707,6.881332972094283,0.8077131993481803,Ticker:CNK<br>Subsector:Entertainment<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-04 12:45:30<br>averageVolume10days:5029862<br>Down:0.8077131993481803,16.154263986963606,#09f349
222,CRUS,2020-03-31 10:24:25,Buy,Semiconductors,629337,71.2,72.07,60.5,61.9,82.17,274.24,13.58,129.31,241.72,4210.0,Technology,0.5911385073638922,0.5210399649941657,0.15407303370786507,Ticker:CRUS<br>Subsector:Semiconductors<br>YF Recomm:Buy<br>YF Recomm Date:2020-03-31 10:24:25<br>averageVolume10days:629337<br>Down:0.15407303370786507,3.0814606741573014,#09f349
224,CFG,2020-05-04 11:38:39,Buy,Banks—Regional,5921600,31.36,21.2,17.0,23.25,39.33,1571.0,0.0,14047.0,2884.0,11440.0,Financial Services,4.870665742024966,8.941438574156589,0.25414540816326525,Ticker:CFG<br>Subsector:Banks—Regional<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-04 11:38:39<br>averageVolume10days:5921600<br>Down:0.25414540816326525,5.082908163265305,#09f349
225,CTXS,2020-05-07 17:41:32,Strong Sell,Software—Application,1894962,137.62,145.95,138.79,113.38,109.53,962.78,1155.44,741.83,897.1,17230.0,Technology,2.114892431167094,1.9706163401815575,0.06052899287894187,Ticker:CTXS<br>Subsector:Software—Application<br>YF Recomm:Strong Sell<br>YF Recomm Date:2020-05-07 17:41:32<br>averageVolume10days:1894962<br>Down:0.06052899287894187,1.2105798575788373,
226,CLH,2020-04-30 11:00:14,Buy,Waste Management,365437,63.87,51.35,45.91,54.33,86.01,192.96,7.54,1554.12,533.99,3590.0,Industrials,2.924511694975561,8.093179933665008,0.34664161578205754,Ticker:CLH<br>Subsector:Waste Management<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-30 11:00:14<br>averageVolume10days:365437<br>Down:0.34664161578205754,6.932832315641151,#09f349
227,CME,2020-06-03 11:12:49,Sell,Financial Data & Stock Exchanges,2159812,188.14,172.56,166.2,182.01,199.99,2427.2,0.0,3743.2,3061.1,66790.0,Financial Services,1.2228283950213976,1.5421885299934082,0.0629850111619008,Ticker:CME<br>Subsector:Financial Data & Stock Exchanges<br>YF Recomm:Sell<br>YF Recomm Date:2020-06-03 11:12:49<br>averageVolume10days:2159812<br>Down:0.0629850111619008,1.2597002232380161,
